id,nom
219054,"Pain d'épeautre et graines de lin biologique (sac papier)"
219055,"Pain d'épeautre et graines de lin bio (tranché, sac plast.)"
219059,"Pain aux noix de Grenoble à 80% bio (tranché, sac plast.) "
220013,"Jus d'Argousier sans sucre (sac glaçon)"
220014,"Médaillon d'autruche (filet mignon)"
220024,"Jus de Pimbina sucré"
220026,"Cubes brochette/raclette marinés (tomate et basilic)"
220043,"Pain miche multi-grains biologique (tranché, sac plastique)"
221021,"Tournedos d'autruche enrobé de bacon"
221026,"Autruche fumée à froid"
221029,"Huile d'autruche naturelle"
221031,"OEUF D'AUTRUCHE DÉCORATIF (VIDE)"
221051,"Pain aux noix de Grenoble à 80% biologique (sac papier) "
227002,"Cuisse de canard"
241003,"Concombre anglais no 1"
241011,"Saucisses gibier, Sans Gluten"
241025,"Foie de wapiti"
241028,"Wapiti haché"
241032,"Wapiti fumé"
241035,"Foie gras cru entier"
241036,"Foie gras cuit en verrine "
241040,"Caramel à l'érable"
241043,"Tartinade de Sapin baumier"
241046,"Tisane de rameaux de Prêle des champs "
241056,"Fèves au foie gras"
241059,"Tarte aux fraises (cuite)"
241060,"Tarte aux fraises et à la rhubarbe (congelée)"
241061,"Tarte aux pommes et au sucre à la crème (congelée)"
241077,"Sauce rosée"
241080,"Chocolat au lait  38% pour cuisiner"
241083,"Boîte de chocolat"
241084,"Pâtes aux oeufs"
241085,"Pâtes fraîches aux poivrons orangés"
241086,"Pâtes fraîches aux épinards"
241088,"Ravioli agneau, pommes et fromage Bleu"
241092,"Ravioli au veau "
241108,"Terrines de pintade aux abricots"
241116,"Viande hachée - veau"
241127,"Yogourt Café"
241129,"Suprême de faisan"
241133,"Suprême de pintade"
243009,"Miel brut"
243043,"Pain de sucre mou"
243045,"Sirop de fleurs de Pissenlit"
243049,"Tartinade rameaux de Cèdre des bois et clémentine"
243052,"Sirop de fleurs d'Acacia "
243053,"Sirop de Sapin, Épinette et Vinaigrier "
243064,"Aiguillettes de canard"
243068,"Tarte aux framboises (cuite)"
243070,"Tarte aux pommes et au sucre à la crème (cuite)"
243075,"MACARONI CHINOIS AU TOFU"
243077,"Petits pains farcis à la viande"
243079,"Pâté chinois de grand-mère"
243080,"QUICHE VÉGÉTARIENNE"
243084,"Sauce végétarienne"
243085,"Chocolat  noir 54%"
243087,"Cannelloni au veau, frais"
243092,"Lasagne à la viande"
243098,"MAISON DE SUCRE DU PAYS"
243102,"RÔTI DE POITRINE DE DINDE ATTACHÉE"
243104,"JUS D'HERBE DE BLÉ PUR, CONGELÉ"
243113,"Escalopes de veau"
243116,"Rôti de palette de veau"
243117,"Farine de sarrasin"
243118,"Feuilleté Veau fumé et camembert"
243126,"Yogourt VANILLE"
244011,"Saucisses Beaupré, sans gluten"
244014,"Saucisses Merguez Sans Gluten"
244028,"Miel de fleurs de bleuets"
244046,"Terrine de foie gras"
244050,"Sauce spaghetti 100% CANARD "
244053,"Tourtière de canard "
244055,"Canard entier "
244059,"Tarte aux fraises et à la rhubarbe (cuite)"
244076,"PETITS PAINS FARCIS AUX OEUFS"
244081,"Soupe poulet et nouilles"
244085,"Sauce all arrabiata"
244099,"LAPIN ENTIER"
244106,"POITRINE DE DINDE DÉSOSSÉE"
244119,"Steak de contre-filet de veau"
244132,"Canneberges séchées à l'orange"
244136,"Terrine de pintade aux canneberges"
244137,"Perdrix entière"
245016,Filet-Mignon
245022,"Cubes à mijoter"
245032,"Chandelle Hibou"
245037,"Épinard bio"
245039,"Sirop d'érable mixte"
245042,"Noyaux d'Argousier séchés"
245053,"Tisane de feuilles de Bleuet sauvage "
245056,"Tisane de fleurs de calendula"
245065,"Graisse de canard "
245078,"Galettes aux pommes et noix de coco"
245082,Lasagne
245085,"PÂTÉ AU SAUMON"
245091,"Chocolat noir 71,7 % pour cuisiner"
245099,"Ravioli au bison"
245101,"Ravioli courges/cardamome"
246002,"Oeuf d'autruche pour manger."
246022,Faux-Filet
246034,"Foie gras au torchon "
246039,"Jus de Pimbina sans sucre  (sac glaçons)"
246045,"Sirop d'érable catégorie Foncé (anciennement Médium B)"
246047,"Tartinade de Cassis "
246050,"Gelée à l'érable"
246054,"Tisane de feuilles de Pissenlit "
246062,"Magret de canard"
246065,"Tarte aux bleuets (congelée)"
246066,"Tarte aux framboises (congelée)"
246068,"Tarte crémeuse au sirop d'érable (congelée)"
246070,"Saucisse de canard"
246079,"Effiloché de porc"
246081,"Fèves au lard de Mamy"
246083,"Macaroni chinois au porc"
246088,"Sauce à spaghetti"
246091,"Sauce forestière"
246097,"Cannelloni aux légumes grillés, CONGELÉ (sous-vide)"
246109,"VIANDE HACHÉE AUX POMMES"
246116,"FONDUE CHINOISE DE DINDE"
246130,"Lanières de veau"
246139,"Cailles jumbo"
246141,"Suprêmes de pintade"
247015,Contre-Filet
247019,"Cubes à brochette"
247033,"Sureau congelé"
247038,"Tisane de feuilles de Verges d'Or "
247039,"Tisane de feuilles d'Ortie "
247040,"Cassoulet au Canard"
247049,"Tarte aux fraises (congelée)"
247052,"Tarte aux framboises et aux pommes (congelée)"
247053,"Tarte aux quatre fuits (congelée)"
247063,"Muffins aux framboises et crème sûre"
247065,"Muffins orange et dattes "
247076,"Barre de chocolat bio alto el sol (Pérou)"
247080,"Cannelloni aux légumes grillés, frais"
247082,"Ensemble découverte ( 2 portions)"
247087,"Lasagne aux épinards et ricotta"
247096,"TERRINE POMMES ET CANNEBERGES"
247097,"DINDE ENTIÈRE "
247098,"TOURNEDOS DE DINDE BARDÉS DE BACON"
247100,"Bleuets congelés"
247109,"Filet mignon de veau"
247115,"Lait 2 litres (contenant plastique)"
248026,"Escalope de foie gras, sous vide "
248033,"Terrine de foie gras, canneberges "
248047,"Tisane de feuilles de Framboisier sauvage "
248052,"Gésiers confits "
248056,"Cuisse confite "
248057,"Tourte au confit de canard et aux pommes, "
248060,"Magret Fumé "
248063,"Tarte aux bleuets (cuite)"
248066,"Tarte aux quatre fuits (cuite)"
248068,"Tarte crémeuse au sirop d'érable (cuite)"
248076,"Croûte à tarte, abaissée dans une assiette"
248080,"Petits pains farcies au jambon"
248084,"Sauce à la viande"
248088,"Barre de chocolat noir Valrhona Tainori 64% "
248090,"Ensemble de roses"
248095,"Pâtes fraîches au pesto et aux tomates"
248096,"Ravioli aux épinards et chèvre "
248101,"Ravioli aux légumes grillés"
248102,"Ravioli aux champignons fumés et chèvre"
248116,"VIANDE HACHÉE À L'ÉRABLE"
249023,"Rôti de pointe de surlonge de wapiti"
249042,"Sirop d'érable catégorie Ambré (anciennement Clair no.1)"
249048,"Beurre d'érable"
249050,"Tire d'érable"
249075,"Beignets au sirop d'érable"
249079,"Tarte aux framboises et aux pommes (cuite)"
249082,"Saucisse au foie gras et viande de canard"
249085,"Muffins aux bananes"
249089,"CHILI VÉGÉ AUX HARICOTS ET MAÏS"
249096,"Pâté à la viande"
249099,"Pâte à tarte"
249103,"Sauce provençale"
249106,"Cannelloni aux épinards, CONGELÉ (sous-vide) "
249114,"SAUCISSES AUX POMMES"
249115,"SAUCISSES À L'ÉRABLE"
249123,"Têtes de violon"
249126,"Baume à lèvres/ Menthe et Citron"
249127,"Baume à lèvres/ Ylang-ylang et Gingembre"
249131,"Tournedos de veau"
249133,"Feuilleté porc confit à l'érable"
249134,"Cubes de veau à brochette"
249137,"Osso Buco (jarret de veau)"
249140,"Fromage frais"
253001,"Miel de fleurs de Pissenlits"
255006,"HUILE DE TOURNESOL BIOLOGIQUE"
255021,"Baume à lèvres/ Rose et Orange"
255028,"Steak de Faux-filet de veau"
255036,"Yogourt nature"
255038,"Faisan entier"
255044,"Foie blond de pintade"
257008,"Bavette de veau"
257014,"Canneberges séchées"
257022,"Pintade entière"
265002,"Rillette de dinde sauvage aux pommes et aux épices"
269003,"Feta Pénélope huile de tournesol champy et fines herbes"
269019,"Farine de blé entier à pain"
269028,"Oeufs de caille"
269040,"Viande  Hachée"
269047,"Pâté de viande au sanglier"
269051,"Chandelle modèle Ange"
269063,"Savon au miel "le  vert""
269070,"Saucisses à Déjeuner"
269072,"Biscotti aux pacanes"
269075,"ROTI DE PORC A L'AIL"
269079,Brownies
269080,"Barres aux noix de coco et citron"
269085,"Rillettes de porc"
270001,"Fromage frais poivre rose"
270012,"Cilantro (séché)"
270014,"Persil (séché)"
270035,"Viande à fondue"
270040,"Pepperette de sangliers"
270042,"Saucisson chorizo doux de sanglier"
270050,"Chandelle flottante"
270054,"Miel crémeux "
270071,"Carrés aux dattes"
271002,Cornebique
271035,"Oeufs de caille marinés"
271047,"Filet mignon"
271051,"Bacon pancetta de sangliers"
271064,"Chandelle modèle Ruche en paille"
271078,BOUDIN
271086,"Saucisses tomate et bière noire (veau et porc)"
271092,"Rillettes de porc congelées"
272005,"Feuilletés au Végé-Pâté et au Confit d'oignons"
272013,"Cuisse de pintade confite"
272039,"Chandelle modèle Nativité"
272040,"Chandelles pour réchaud"
272054,"Moutarde au miel"
272055,"Gelée de miel"
272065,"PAIN JAMBON BACON"
273004,Tamales
273009,"Marjolaine (séchée)"
273020,"Saucisses ciboulette"
273040,"Saucisses fines herbes"
273041,"Saucisses tomate/basilic"
273044,"Steak de longe"
273051,"Brioches à l'érable et aux noix"
273056,"Chandelle modèle Vignes"
273069,"Miel de fleurs de sarrasins"
273088,"Planche à découper 12 x 16"
274001,"Feta Pénélope NATURE"
277010,"Estragon (séché)"
277012,"Farine tout usage tamisée"
277018,"Pommier Belmac 3 ans"
277032,"Capicollo doux de sangliers"
277038,"Cretons de sanglier pommes"
277043,"Chandelle modèle ruche en corde"
277046,"Chandelle modèle cierge 12-15cm"
277054,"TETE FROMAGE"
277055,"Meringue à l'érable"
277056,"Saucisses Ciboulette et vin blanc (veau et porc)"
277059,"Biscotti aux canneberges et orange"
277066,"RILLETTE DE PORC"
277069,"JAMBON FUMÉ TRANCHÉ MINCE"
278011,"Basilic Genovese (séché)"
278012,"Prêle des champs (Tisane)"
278015,"Pousses de tournesol "
278046,"Chandelle modèle Reine abeille"
278050,"Chandelle modèle petites abeilles"
278055,"Miel de fleurs sauvages"
278062,"Saucisses Fines herbes *SANS GLUTEN*(veau et porc)"
278065,"BOUDIN AUX POMMES"
278066,"Rayon de miel (miel d'été)"
278069,PEPPERONI
278071,"Miel crémeux aux bleuets"
278074,"Chandelle réguliere"
281002,"Rôti de longe"
285011,"Olives vertes aux amandes rôties sans-sel"
286005,"Pousses de sarrasin "
287004,"Pousses de radis"
287005,"Olives noires au fromage de chèvre"
287008,"Olives vertes au fromage bleu"
289002,"Pépites d'érable"
291014,"Pesto au basilic"
293001,"Sucre granulé d'érable"
293004,"SAUCISSE FINES HERBE"
293007,"Pousses de brocoli"
293010,"Olives vertes avec ail"
295004,"Trèfle germé "
295005,"Centre de table en germination sur réservation pour Noel 2018"
295008,"Olives vertes aux tomates séchées au soleil"
295010,"Olives vertes au fromage fêta"
297013,"Bacon de sangliers"
297019,"Jambon d'autrefois de sanglier"
297026,"Chandelle modèle cierge"
297036,"Miel crémeux au beurre d'amandes"
297052,"CRETON DE PORC"
297055,"BACON FUMÉ"
297056,"JAMBON FUMÉ TRANCHÉ MINCE SANS NITRITE"
298008,"Farine à pain tamisée"
298021,"ROTI DE LONGE DE PORC DÉSOSSÉE"
298023,"FILET DE PORC"
299002,"Planche à découper 16 x 20"
299015,"Farine d'épeautre entière"
299021,"Farine d'épeautre tamisée."
300018,"PATTE DE PORC"
300021,"COTELETTE FUMÉE"
301025,"PORC HACHÉ"
302005,"Farine de kamut"
302019,"GRILLADE DE LARDS SALÉ"
303019,"CARRÉ DE PORC"
304007,"Carrés aux fraises et canneberges"
304009,"Barres au cacao et aux noix"
304018,"JAMBON BLANC TRANCHÉ MINCE"
305001,"Farine de blé intégral à pain"
305014,"Gaufres Liégeoises( Belges)"
305020,"Roti de porc avec os"
305023,"PATE MEXICAIN"
305025,"TERRINE NATURE"
308011,"TERRINE FINES HERBES"
308013,"TERRINE CINQ POIVRE"
308014,"TERRINE AU COGNAC"
308016,"COTELETTE DE PORC FRAIS"
308020,"CHOUCROUTE GARNIE"
308026,"SAUCISSON A L'AIL"
308032,"SAUCISSE TOULOUSE"
308037,"SAUCISSE CINQ POIVRE"
308040,"SAUCISSE D'AUTREFOIS"
309018,"SAUCISSON NORDIQUE"
309019,"SAUCISSON JERKEY"
309025,"SAUCISSE FROMAGE ET BACON"
309026,"SAUCISSE POLONAISE"
309027,"SAUCISSE MAISON"
310012,"CUBES DE PORC"
310015,"BACON DE DOS"
310017,"JAMBON HACHÉ"
310021,"TOURTIERE DE PORC"
310026,"SAUCISSE MEXICAINE"
310027,"SAUCISSE A LA BIERE"
311005,"Agneau fumé"
311010,"COTELETTE DÉSOSSÉE"
311020,"Cuisses de pintade"
312002,"SAUCISSES CITRON-LIME  (agneau)"
312003,"Foie d'agneau"
312011,"SAUCISSON CHORIZO"
312012,"JAMBON ALLONGÉE"
312017,"SAUCISSE ITALIENNE FORTE"
313009,"TERRINE CANNEBERGE"
313011,"Fesse de porc désossé"
313012,"FOIE DE PORC"
313014,"ROTI DE PORC (EPAULE)"
313016,"COTE LEVÉE"
313017,"COTE LEVÉE DE DOS"
313020,"FEVES AUX LARDS"
313022,"TERRINE AUX POMMES"
313031,"SAUCISSE TOMATE ET BASILIC"
313032,"SAUCISSE ERABLE"
314007,"LONGE DE PORC DÉSOSSÉ"
314010,"SAUCE SPAGHETTI"
314013,"JAMBON ROLL"
314014,"PICNIC FUMÉ"
314016,"TERRINE ABRICOT"
314018,"SAUCISSON PIQUANT"
315010,"TERRINE PORTO ET AMANDE"
315015,"SAUCISSE PROVENCALE"
315018,"SAUCISSE ITALIENNE DOUCE"
315021,"SAUCISSE MIEL ET MOUTARDE"
320002,"Gâteau reine élizabeth"
320010,"Cretons de porc *SANS GLUTEN*"
320020,"Muffins aux pommes et avoine"
320027,"Décaféiné Mélange Bisou Dodo GRAINS"
320030,"Décaféiné   Sidamo - MOUTURE FILTRE "
320037,"Hauts de cuisses désossées sans peau"
320043," Mélange de Luxe Mouture filtre"
320047,"Equitable  mélange Rythme du monde Mouture filtre"
320050," Toscane Mouture Espresso régulière"
320053,"Yirgacheffe  noir - GRAINS"
320068,"Fromage affiné cajun"
320075,"Fromage tortillon fines herbes"
320081,"Chien chocolat au lait 33% "
320082,"Mouton au lait"
320115,"Blue Mountain Jamaique - grains"
321003,"Galettes aux dattes"
321004,"Galettes blanches aux framboises"
321005,"Gâteau aux carottes"
321006,"Gâteau à la mélasse et aux épices"
321013,"Veau fumé au Bois"
321014,"Cubes à mijoter de veau"
321017,"Muffins carottes et ananas"
321022,"Mousse chocolat royal "
321025,"Lazy Susan"
321027,"Poulets entiers"
321035,"Equitable Costa Rica Brun mouture Filtre"
321037,"Espresso Du Canton Grains"
321040,"Mélange Espiègle Mouture Filtre"
321046,"Mélange 7e ciel, Mouture filtre"
321047,"Mélange Gaillard Grains"
321050,Carcasses
321053,Foie
321056,"Equitable mélange Rythme du monde Grains"
321062,"Toscane, Grains"
321072,"Fromage affiné 8 mois"
321075,"Fromage Râpé "
321081,"Grenouille chocolat noir"
321094,"Bleu de la Moutonnière"
321098,"Ricotta de brebis"
321101,"Beurre de brebis"
321102,"Chaussettes de laine Homme ( 10-13)"
321104,"Bonbons durs à l'érable"
321106,"Suçon à l'érable"
321128,"Laliberté, Triple crème"
322001,"Galettes aux canneberges et avoine"
322013,"Côtelettes de veau emballage individuel"
322016,"Pâté à la viande 9 pouces veau et porc 750g "
322027,"Mousse framboise,chocolat noir et brownies"
322031,"Costa Rica Tarrazu - MOUTURE FILTRE"
322036,"Décaféiné Mélange Bisou-Dodo- MOUTURE FILTRE "
322038,Ailes
322050,"Kenya Brun - GRAINS"
322052,"Tourtière au poulet"
322067," Toscane Mouture Moka Italienne"
322088,"Fromage éponge sans sel"
322092,"Guatemala Antigua Grains"
322093,"Fromage tortillon en pot de saumure"
322105,"Grosse tortue au lait "
322106,"Mouton noir"
322109,"Mini-baguette au fromage, congelée,sac plastique"
322112,"Feta de brebis"
322117,"Cornets Tire d'érable"
322118,"Bonbons d'érable (type sucre mou)"
322124,"Panier cadeau Petites Douceurs"
322145,"Bleu d'Élizabeth"
322148,"Brie Paysan"
322149,Champayeur
322156,"CRETON  D'AGNEAU"
323020,"Muffins aux dattes"
323034," Décaféiné Mélange Espresso Bisou Dodo - Mouture Breville-"
323035,"Equitable Costa Rica Brun GRAINS"
323047,"Poitrine désossée"
323050,"Kenya brun - MOUTURE FILTRE"
323051,"Mélange 7e Ciel, Grains"
323052,"Mélange  Gaillard Mouture filtre"
323053,"Moussonné Malabar Indes Mouture filtre"
323055,"Mélange de Luxe Grains"
323056," Mélange de Luxe Mouture pré espresso (Breville)"
323060,"Cuisses de poulet"
323071,"Fromage affiné fines herbes  6 mois"
323073,"Fromage feta en pot de saumure"
323074,"Yirgacheffe  brun GRAINS"
323077,"Fromage tortillon BBQ"
323083,"Fromage Fleur de Weedon"
323084,"Guatemala Antigua Mouture filtre"
323087,"Chien chocolat noir 54%"
323096,"Souris chocolat noir 54%"
323098,"Tartinade à l'ail et aux fines herbes"
323100,"Sein d'Hélène"
323104,"Cornets de beurre d'érable"
323109,"Le Royogourt de brebis"
323133,"Louis d'or, veilli 9 mois"
324027,"Costa Rica Tarrazu - GRAINS"
324029,"Costa Rica Tarrazu - MOUTURE Moka Italienne"
324031,"Equitable Costa Rica Noir GRAINS"
324033,"Décaféiné   Sidamo - GRAINS "
324047,"Lekempti brun- MOUTURE FILTRE"
324049,"Hauts de cuisses avec os et peau"
324050,"Moussonné Malabar Indes Grains"
324052,"Tournedos de hauts de cuisses"
324053,"Mélange Réveille-Matin grains"
324054,"Mélange Réveille-Matin mouture filtre"
324055,Coeur
324056,"Cubes à brochette"
324057,"Galette pur poulet"
324070," Toscane mouture filtre"
324080,"Fromage affiné fumé"
324105,"Chaussettes de laine femme(9-11)Homme 10-13"
325035,"Décaféiné  Sidamo Mouture espresso régulier"
325036,"Espresso du Canton  mouture Filtre"
325037," Équitable, Espresso Équitable : Grains"
325038," Équitable, Espresso Équitable :  Mouture espresso régulière"
325039,"Mélange Espiègle Grains"
325041," Mélange Espiègle Mouture espresso régulière"
325042," Mélange Espiègle Mouture pré espresso (Breville)"
325047,"Poitrine avec os"
325053,"Saucisses de poulets à l'italienne"
325057,"Equitable mélange Saveur & Monde Mouture filtre"
325058,"Fondue chinoise de poulet"
325059,"Sumatra Mandheling Noir Grains"
325060,"Sumatra Mandheling  Noir Mouture filtre"
325061," Toscane Mouture pré espresso (Breville)"
325069,"Fromage en grains"
325075,"Fromage en bloc"
325079,Beurre
325096,"Petite tortue chocolat noir"
325097,"Petite tortue au lait "
325109,"Panier cadeau Tentation"
325114,"Yogourt de brebis 0% "
326005,"Saucisses Tomate et Basilic(sans Gluten)"
326022,"Muffins avoine et pépites de chocolat"
326030,"Equitable Costa Rica  Noir Mouture Filtre"
326036,"Equitable Costa Rica Noir Mouture Moka"
326043,"Pâté au poulet"
326045,Bouillon
326049,"Escalope de poulet"
326050,"Filets de poulet"
326055,"Equitable  mélange Saveur & Monde Grains"
326078,"Yirgacheffe  Noir MOUTURE FILTRE"
326084,"Grosse tortue chocolat noir"
326085,"Souris chocolat au lait 33%"
326088,"Fleurs des Monts"
326096,"Pain de sucre du pays (sucre dur)"
327008,"Foie de veau"
327010,"Fond de veau concentré"
327011,"(ab) Panier de 25lbs de veau et charcuterie"
327012,"Capsules de bois de velours"
327013,"Muffins canneberges et framboises"
327017,"Mousse croustillante cappuccino à l'érable"
327025,"Lekempti brun- GRAINS"
327031,"Demi poulet"
327034,"Espresso du Canton mouture pré espresso(Breville)"
327035," Équitable, Espresso équitable: Mouture pré  espresso (Breville)"
327039,"Poulet haché"
327040,"Pilons de poulets"
327043,"Moussonné Malabar Indes Mouture espresso régulière"
327046,"Mélange de Luxe Mouture Moka italienne"
327047,"Saucisses de poulets miel et ail"
327054,"Yirgacheffe  brun- Mouture Filtre"
327065,"Fromage affiné 18 mois"
327070,"Fromage tortillon nature "
327078,"Gorille chocolat  noir 54% "
327079,"Gorille chocolat au lait 33%"
327080,"Grenouille au lait"
327082,"Mouton-boule au lait"
327084,"Mouton-boule  chocolat noir 54%"
327091,"Cornets Tire  / Beurre d'érable"
327107,"Tsaziki au yogourt de brebis"
327108,"Yogourt glacé à l'érable"
327117,"Hawaii Maui"
328002,"Panier cadeau Le Délectable"
328003,"Fondue des gagnants"
330004,"La Religieuse en morceau"
332001,"Arrangement mini-découverte"
335001,"Panier cadeau Le Divin"
351030,"Fréchette, 3 poivres"
355012,"Pommier "Discovery""
355037,"Beurre de pommes et canneberges"
355040,"Pomme - Spartan"
355055,"Tartes aux pommes "
358002,"Fréchette, ail et fines herbes"
358184,"Viande à fondu de veau"
358226,"Glace au chocolat noir 72%"
358299,"Framboisiers Jaune"
359001,"Zacharie Cloutier- Caseus Émérite (Or 2011 et 2014)"
360056,"Vinaigre de cidre de pomme"
362052,"Jus de pommes   "
362053,"Basilic frais bio"
362054,"Jus de pommes (congelé)"
362157,"Espresso du Canton Mouture espresso"
364008,"Beurre de pommes"
364010,"Bleuetiers "Patriot""
364052,"Beurre de pommes et bleuets"
364056,"Pomme - Empire"
364061,"Jus de pommes  Antan"
364260,"Sorbet à la mangue"
364323,"Gelato à l'érable"
364329,"Kiwis Kolomikta Mâle"
364331,"Camerisier Berry Blue"
364333,"Argousier Mâle 2 ans"
365213,"Bouillon de veau"
365256,"Concombre anglais bio"
365318,"Olives vertes aux tomates séchées & pesto"
365320,"Olives noires aux pacanes fumées a l'ancienne"
365322,"CHAIR À SAUCISSE CITRON-LIME  (agneau)"
365327,"Fraisier d'été (paquet de 5)"
365330,"Framboisier rouge d'été (Paquet de 5)"
365334,"Kiwi kolomikta Femelle"
365338,"Pommetier Décoratif"
365340,"Pommier Empire 3 ans"
365369,"Savon au lait de brebis en forme de mouton"
366040,"Pomme - Cortland"
366055,"Tartes aux pommes et sucre à la crème "
366229,"Glace  au chocolat au lait"
366231,"Glace à la pistache"
366293,"Pommier Scarlett"
366344,"Tomate cerise rouge - Bio"
367004,"Gelée de pommes"
367007,"Groseillier "
367050,"Gelée de pommes et porto"
367161,"Costa Rica Tarrazu - MOUTURE Espresso"
368001,"Pomme - Mcintosh"
378101,"Argousier Femelle 3 ans"
381009,"Glace au café"
381012,"Sorbet à la poire"
381065,"Poitrine de poulet au pesto"
381068,"Prunier 3 ans Stanley"
381070,"Camerisier Tundra"
381074,"Pommetier à pommettes (gelées)"
381158,"Tomate Rouge numéro 2 - Bio"
382013,"Glace à la vanille"
382014,"Sorbet à la fraise"
382056,"Barre de chocolat noir 71,5%"
382068,"Prunier "Mont-Royal" "
382071,"Camerisier Boréalis"
404031,"Gadelier "
407001,"Sirop de pétales de Roses "
410065,"Crème de Lanoline"
411002,"Saucisses Cheddar vieilli et bacon"
411043,"Fondue chinoise de wapiti"
412034,"Pêcher Rustique"
430018,"Os fumé"
432014,"Onguent pour soigner la peau"
432036,"Sorbet aux fruits de la passion"
440028,"Yogourt glacé à la framboise"
449015,"Sorbet à la pomme"
493066,"Corn'ET de Glace BLEUET CASSIS de Mona"
497001,"Emballage petite pensée"
498002,"Emballage duo-découverte"
498008,"Muffins aux bleuets"
505061,"Sauce fromagère "
508089,"Concombre américain"
509073,"Tomate Italienne bio  "
517100,"Savon au lait de brebis  mouton"
517110,"CÔTELETTES PQT / 4"
518025,"Corn'et de glace Mangue"
518028,"Sorbet aux fruits des champs"
518071,"Chêne Blanc"
518077,"Concombre libanais"
527003,"Concombre anglais #2 bio"
527043,"Cerisier Nain Romeo"
531042,"Concombre anglais no 2"
531043,"Poivron vert"
538024,"Concombre de champs bio"
551004,"AGNEAU HACHÉ - SOUS VIDE PERDU"
554016,"CORN'ET DE GLACE CHOCOLAT"
569168,"Épinard - Bio"
570033,"Tomate cerise rouge"
570240,"Roquette - Bio"
570241,"Radis d'été - Bio"
571234,"Zacharie Cloutier - râpé"
573077,"Rhubarbe bio"
573080,"Pain de viande au jambon"
573119,"Brochette de poulet nature"
574244,"Fleur d'ail - bio"
575075,"Radis bio "
575163,"Tomate beef"
575222,"JAMBON FUMÉ SANS NITRITE "
575224,"Laitue romaine bio"
575225,"Laitue Romaine - Bio"
578045,"Tomate cocktail"
578126,"Tomate cerise rose"
578166,"Poivron rouge"
579138,"Brochette de poulet texane"
579206,"Rhubarbe tranchée congelée"
580193,"Saucisses pure poulets"
581008,"Tartinade de Pimbina (Viorne) "
581116,"Poivron orange"
581169,"Chou kale frisé vert - bio"
581170,"Pain de viande, viande seulement"
581241,"Laitue Boston rouge - bio"
582191,"Laitue frisée rouge bio"
582204,"Cailles régulières"
582250,"Mesclun - Bio"
583151,"Brochette de poulet poivre, érable et chipotle"
